"question","answer","option","explanation","image","categoryID","courseID","yearID"
"Who was the political head of the Old Oyo Empire?","D","Bashorun | Oyomesi | Aremo | Alaafin","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"The lgbo political system was based on","B"," family lies | age grades| Umuada | Umunna","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"The Aro age-grade system in lgbo land was","A","a religious organization | an imperial organization | a political organization | a commercial organization","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"A particle carrying a charge of 1.0 x 10C enters a magnetic field at 3.0 x 102 ms-1 at right angles to the field. If the force on this particle is 1.8 x 10-8N, what is the magnitude of the field?","","6.0 x 1O-1T |  6.0 x 10-2T |  6.0 x 10-3T |  6.0 x 10 -4T","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"Which of the following is the correct shape of the graph of capacities reactant Xc versus frequency F for a pure capacitor in an a.c. circuit?","A","a |  b | c |  d","http://practa.ng/download/que_image/6075e34f35f1f5165d6e8dacfce836ab.jpg","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"The current output form of an a.c. source is given as I = 10 sin ω t. The d.c. equivalent of the current is","D"," 5.0A |  7.1A |  10.0A |  14.1A","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"A conductor of length I m moves with a velocity of 50ms-1 at an angle of 30o to the direction of a uniform magnetic field of flux density I .5Wbm-2. What is the e.m.f. induced in the conductor?","A"," 37.5V |  50.5V |  75.0V |  80.5V","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"The process of detecting a pin mistakenly swallowed bya child is x - ray","C"," diagnosis|  therapy |  crystallography |  mammography","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"Which of the following particles CANNOT be deflected by both electric and magnetic fields?","A"," Gamma rays |  Alpha particles |  Wave particles |  Beta particles","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"A piece of radioactive material contains 1000 atoms. If its half-life is 20 seconds, the time taken for 125 atoms to remain is","C","20 seconds |  40 seconds |  60 seconds |  80 seconds","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"The p-n junction diodes can act as rectifiers because they","B"," conduct current when forward-biased |  conduct current when reverse-biased |  block current when forward-biased |  conduct current in both directions","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"If a reverse-biased voltage is applied across a p-n junction, the depletion layer width is","B","increased |  decreased |  constant |  halved","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"I. Small size. II. Low power requirement. III. Not easily damaged by high temperature. IV. Highly durable. Which of the above are the advantages of semiconductors.","B","I, II and III only |  ll, III and IV only |  I, II and IV only |  I, II, III and IV","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"Which Question Paper Type of Physics is given to you?","A"," Type D |  Type I |  Type B |  Type U","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"When a brick is taken from the earth's surface to the moon, its mass","A","remains constant |  reduces |  increases |  becomes zero","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"The resultant of two forces is 50N. If the forces are perpendicular to each other and one of them makes an angle of 30o with the resultant, find its magnitude","C","100.0N |  57.7N |  43.3N |  25.0N","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"The pair of physical quantities that are scalar only are","A","volume and area |  moment and momentum |  length and displacement |  impulse and time","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"A simple pendulum of length 0.4m has a period of 2s. What is the period of a similar pendulum of length 0.8m at the same place?","","8s| 4s | 2 √ 2s |  √2s","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a265af34c0a3b8f0b1afe"
"A train with an initial velocity of 20ms-1 is subjected to a uniform deceleration of 2ms-2. The time required to bring the train to a complete halt is","A","10s |  40s |  20s |  5s","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"Calculate the apparent weight loss of a man weighing 70kg in an elevator moving downwards with an acceleration of 1.5ms2. [g ≅ 10ms-2]","B"," 686N |  595N |  581 N |  105N","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"A piece of cork floats in a liquid. What fraction of its volume will be immersed in the liquid? . [density of the cork = 0.25 x 103kgm-3, density of the liquid = 1.25 x 103 kgm-3]","C"," 0.8 |  0.5 |  0.2 |  0.1","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"An object is moving with a velocity of 5ms-1. At what height must a similar body be situated to have a potential energy equal in value with the kinetic energy of the moving body?.[g ≅ 10ms-2]","C"," 25.0m |  20.0m | 1.3m |  1.0m","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"if a pump is capable of lifting 5000kg of water through a vertical height of 60 m in 15 mm. the power of the pump is. [g ≅ 10ms-2]",""," 2.5 x 104Js-1 |  2.5 x 105Js-1 |  3.3x 102Js-1 |  3.3x103Js-1","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"The coefficient of friction between two perfectly smooth surface is","A"," infinity |  one |  half |  zero","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"What effort will a machine of efficiency 90% apply to lift a load of 180N if its efforts arm is twice as long as its load arm?","C"," 80N |  90N | 100N |  120N","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"Calculate the work done when a force of 20N stretches a spring by 50mm.","B","2.0 J |  0.5 J |  1.5 J |  2.5 J","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"At what depth below the sea-level would one experience a change of pressure equal to one atmosphere? (density of sea water = 101.3kgm-3 one atmosphere = 1.01 x 105Nm2; g = 10m-2)","C"," 0.1 m |  1.0m | 10.0m |  100.0m","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"What volume of alcohol will have the same mass as 4.2m3 of petrol? .[Density of alcohol 8.4 x 102kgm-3, density of petrol = 7.2 x 102kgm3]","","0.8m3 | 1.4m3 |  3.6m3 |  4.9m3","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"Calculate the length which corresponds to a temperature of 20oC if the ice and steam points of an ungraduated thermometer are 400 mm apart","D"," 20mm |  30mm |  60mm |  80mm","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"A wire of length 100.0m at 30oC has a linear expansivity of2 x 10-5K-1. Calculate the length of the wire at a temperature of -10oC","C","100.08m | 100.04m |  99.92m | 99.96m","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"A gas at a pressure of 105Nm-2 expands from 0.6m3 to 1.2m3 at constant temperature, the work done is",""," 6.0 x 104 J |  6.0 x 106 J |  7.0 x 107 J |  6.0 x 105 J","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"Two liquids X and Y having the same mass are supplied with the same quantity of heat. If the temperature rise in x is twice that of Y, the ratio of specific heat capacity of X to that of Y is","B","2:1 | 1:2 | 4:1 |  1:4","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"Foods cook quicker in salt water than in pure water because of the effect of","A"," dissolved substances on the boiling point |  atmospheric pressure on the boiling point |  food nutrients on the thermal energy |  salts on the thermal conductivity of water","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"Steam from boiling water causes more damage on the skin than does boiling water because","C","water has a high specific heat B.  steam has latent heat of fusion C.  the steam is at a higher temperature than the water D.  steam brings heat more easily by convection","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"What will happen to the boiling point of pure water when it is heated in a place 30m below the sea level?","","It will be more than 100oC |  It will be less than 100oC |  lt will still be at 100oC |  It will be fluctuating","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"The rise or fall of a liquid in a narrow tube is because of the","A","viscosity of the liquid |  friction between the walls of the tube and the liquid |  surface tension of the liquid | osmotic pressure of the liquid","","","577a259ef34c0a3b8f0b1af1","577a25bbf34c0a3b8f0b1af2","577a2662f34c0a3b8f0b1aff"
"France introduced the policy of assimilation in her colonies primarily to","B","discourage them from ritual killings | change their way of life | teach them the art of leadership| give them a sound education","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"The foremost British trading company on the West African coast was","D","United African Company | Lever Brothers |John Holt and Sons | Royal Niger Company","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"Which of these rulers resisted colonial rule and was deported to Calabar?","D","King Dosunmu| King Kosoko | Oba Ovonramwen | King Jaja","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"Nigerian nationalism was described as two-phased by","D"," John Payne Jackson |James S . Coleman | David Ricardo| Edward Wilmot Blyden","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"One major weakness of the Independence Constitution is that it","B","gave total irlrdependence to Nigeria | failed to provide the country with full sovereignty | gave full powerstothesupreme ourt in Nigeria | empowered Britain to continue to rule","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"The first law-making body in Nigeria after amalgamation was","C","National Assembly |  Legislative Council | Nigerian Council |Regional Assembly","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"A major shortcoming of the Ombudsman is","C"," lack of clear-cut mandate | lack of adequate resources | lack of executive power to enforce decisions |its inability to restrain bureaucratic excesses","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"One of the strong points of the multi-party sgstem in Nigeria's Fourth Republic is","A"," wider political participation| government lnterference | the provision for a bicameral legislature| wider anti-democracy champaign","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"ln which of the following is the ceremonial and executive powers fused?","A"," Presidential system of government | Unitary system of government | Federal system of government | Parliamentary system of government","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"A major contentious issue confronting Nigerian federalism is","A","revenue allocation | heath care delivery | education | poverty","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"The main purpose of establishing public enterprises in Nigeria is to","D","enrich the elite| compete with the Private sector | increase government revenue | provide essential services","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"Parastatals are established to","A","render social services | enhance entrepreneurial skills |maximize govemment profits | expand business transactions","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"The General Purpose Committee of the local government is the","C"," local government public relations unit | body for awarding contracts | body responsible for supervising self-help projects | cabinet of the local government","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"The highest organ of the state during the Babangida Regime was the","B","Federal Executive Council|  Provisional Ruling Council | Supreme Military CounciI| Armed Forces Ruling Counci","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"Decree 34 of 1966 was unacceptable to many Nigerians because it was","D","perceived to abolish the federal system|  considered as alien | seen as an instrument of impoverishment | promulgated without consultation with the people","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"The mechanism of heat transfer from one point to another through the vibration of the molecules of the medium is","B"," convection |  conduction |  radiation |  diffusion","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"Nigeria broke diplomatic relations with France in 1961 because of","B","General de-Gaulle's negative attitude towards her|  France's atomic test in the Sahara Desert| France diplomatic relation with Israel| Her poor relations with the Francophon","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"An attribute that Nigeria shares with most non-aligned countries is","C"," her heterogeneous population| her large size | the state of her economy | her large population","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"A wave that travels through stretched strings is known as","C","electromagnetic wave |  microwave |  mechanical wave |  seismic wave","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"Nigeria spearheaded the formation of ECOWAS during the regime of","C","Olusegun Obasanjo| murtala muhammed | Yakubu Gowon | Ibrahim babangida","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"Nigeria was casted as a frontline state for","A","supporting the liberation effort in south Africa| helping to help the crisis in Liberia | spearheading the formation of African union | participating in peacekeeping in congo","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"The prominent role Nigeria played in the UN in the 70's earned her","C","permanent representation at the UN | membership of the security Council | chairmanship of the General AssembIy| non-permanent membership position","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"The head of Nigeria's foreign mission in a Commonwealth nation is known as.","B","charge d'affaires | high commissioner | attache|ambassador","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"One major function of the Authority of Heads of State and Govemrnent of ECOWAS is","B","preparing the budget of the community| appointing the Executive Secretary| appointing staff of the Secretariat |organizing international conferences","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"The tenure of non-permanent members of the Security Council is","B","5 gears| 2 years| 6-years | 4 years","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"The Secretary-General of the United Nations is appointed by the","D","General Assembly on the recommendation of the Security council | security Council acting alone| General Assembly in plenary session|  Pemtanent members of the Security Council on the recommendation of the Generamssembly","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"The approval of treaties and agreements of the Economic Community of West African States is the responsibility of the","B","Secretariat |  Assembly of Heads of State and government | ECOWAS Tribunal |Council of Ministers","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"The development of attitudes and beliefs about a political system is","D","political orientation |  political emancipation| political participation | political socialization","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"political behaviour is governed by","D","political socialization | political economy | political| political culture","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"in a nation, sovereignty is vested in the","C","electorate| community | state |elite","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"A wave that travels through stretched strings is known as","C","electromagnetic wave | microwave |  mechanical wave |  seismic wave","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"Which of the follow ng is a feature of democracy?","B"," interdependence of states| Popular consultation| Power vested in minority parties | State responsibilities to society","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"Private ownership of the means of production is central to","C"," feudalism | fascism | capitalism | communism","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"A system based on hierarchies of land ownership is","B","communism| feudalism | totalitarianism | fascism","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"Which of the following performs quasi legislative functions?","A","The Civil Service| The Traditional institutions| The Executive | The Judiciary","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2642f34c0a3b8f0b1afc"
"Which of the following performs quasi legislative functions?","A","The Civil Service| The Traditional institutions| The Executive | The Judiciary","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"A major weakness of confederation is","D"," lack of common currency | lack of local independence | over- concentration of authority| tendency towards secession","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"A transverse wave and a longitudinal wave traveling in the same direction in a medium differ essentially in their",""," frequency |  amplitude |  direction of vibration of the particles of the medium |  period of vibration of the particles of the medium","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"Members of a parliament are required to report the proceedings of the house to their","A","constituencies | traditional rulers| local government chairmen| political parties","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"What is the velocity of sound at 100oC if the velocity of sound at 0oC is 340ms-1","","497ms-1 |  440 ms-1 | 397 ms-1 |  240 ms-1","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"Which of the following countries is a unitary state?","A","Ghana |Nigeria | lndia | United States of America","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"Ending a session of parliament by royal proclamation means the","B","dissolution of parliament | expiration of parliament| adjournment of parliament| prorogation of parliament","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"A main feature of the parliamentary system is that","C"," judges are drawn from the ruling party| electoral commissioners leave at the end of their tenure | the executive is appointed by the legisiature| the executive consists of all party members","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"In a socialist economy, private accumulation of wealth is","C","limited | encoura ged | prohibited | regulated","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"The earliest classification of constitutions was the work of","C","Aristotle|  J . J . Rouseau |  K . C Where| Plato","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"A man 1.5m tall is standing 3m in front of a pinhole camera whose distance between the hole and the screen is 0.1 m. What is the height of the image of the man on the screen?","A"," 0.05m | 100m | 0.15m |  0.30m","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"Constitutionalism refers to","B","the process of operating a constitution| strict adherence to a constitution| amendment of an existing constitution| the process of drafting a constitution","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"An advantage of delegated legislation is that","B","ministers and lawmakers work together | much time is saved in the process| it hastens the implementation of policy| technical issues are handled by experts","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"One essential duty of a citizen to his state is to","A","pay his tax |  encourage other citizen to be loyal | support the government in power | recite the pledge","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"Franchise in an electoral process means the","B","sovereignty of a nation | right to vote |  ownership of means of production |rights and duties of citizens","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"The type of party system in practice is defined by the","C"," relationship between the parties and the electorate| manner in which the parties operate | number of political parties in a country | structure of the political parties","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"A ray of light passing through the centre of curvature of a concave mirror is re?ected by the mirror at","","0o | 45o |  90o |  180o","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"Pressure groups harmonize different individual concems through","B","interest manipulation| interest mobilization| interest formulation | interest aggregation","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"Opinion polls are organized to find out the","D","people's expectations from government | people's thought about a particular government policy|  benefits derived by people from government | feelings of people about particular issues and policies","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"From the diagram above, calculate the incident angle i","","41o |  49o |  55o |  61o","","http://practa.ng/download/que_image/76e94dbea83bdfeb2b6fb30794c3214c.jpg","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"Total internal reflection will not occur when light travels from","B"," water to air |  water into glass |  glass to air |  glass into water","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"in pre-colonial lgboland, autocratic rule was made difficult by the","C","pressure from age-grades| fear of dethronement | absence of a centralized system of authority| activities of cult societies","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"The Yoruba traditional system of government was","B"," republican | monarchical | democratic |  egalitarian","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"Under the pre-colonial Sokoto Caliphate system, the next in command to the Sultan was the","C"," Alkali |Galadima | Waziri | Madaki","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"Which of the following societies was classified as acephalous?","C","Benin |  ljaw | lgbo | Ibibio","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"What does the diagram above represent?","C","telescope in normal use | microscope in normal use |  telescope in abnormal use |  microscope in abnormal use","","http://practa.ng/download/que_image/f401d1be4278d521f7995c8c7a6272b0.jpg","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"indirect rule encouraged","C","the rise of nationalism | communal integration | exploitation and oppression| inter-communal cooperation","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"The main achievement of the nationalists in Nigeria was","A","political liberation of the nation| registration of political parties |economic liberation of the nation| building the nation","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"The major external factor that promoted nationalism in Nigeria was","D"," the Second World War| Anti-apartheid Movement | the Yom Kippur War| Pan-Africanism","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"The presidential system of government was introduced in Nigeria with the Constitution of","A","1979| 1989 | 1999| 1960","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"The Action Group crises of 1963 led to the formation of","C","NPC | NCNC| UPP | NEPU","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"Under the 1963 Republican Constitution, the power of judicial review was vested in the","A","Supreme Court|  Parliament |  Chief Justice| President","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"The rules and regulations of the civil service are called","A","General Order| Service Order | Administrative Order | Bureaucratic order","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"If the linear magnification of the objective and eyepiece convex lenses of a compound microscope are 4 and 7 respectively. calculate the angular magnification of the microscope.","D","2 |  3 |  11 |  28","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"The angle of deviation of light of various colours passing-through a triangular prism increases in the order","A"," red ->green -> blue | green ->violet -> blue |  blue ->red-> green |  blue->green-> red","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"The Code of Conduct Bureau was essentially established to","A","enhance probity and accountability in public service | protect the rights of public servants| ensure the independence of the public service| reduce corruption in public life","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"Which of the following political parties was the first to be formed when the ban on politics was lifted in 1978?","A"," NPN| PRP | NPP | UPN","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"Calculate the force acting on an electron of charge 1.5 x 10-19C placed in an electric field of intensity 105Vm-1.",""," 1.5 x 1O-11N |  1.5 x 10-12N |  1.5 x 10-13N |  1.5 x 10-14N","","","577a259ef34c0a3b8f0b1af1","577a2624f34c0a3b8f0b1afb","577a2662f34c0a3b8f0b1aff"
"The principle of federal character was adopted in order to promote equitable allocation of","A","positions and appointments among people of various regions| opportunities between males and females | revenue between groups in the country | appointments between the North and the South","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"The component units of the Nigerian federation comprise","B"," federal capital territory. national assembly, supreme court and civil service | federal, state, local government and federal capital territory| constituency, ward, emirate and chiefdom|national assembly, military, police and civil service","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
"In Nigeria, privatization and commercialization policies were introduced to","C"," increase the asset base of government| hand over the control of commercial ventures to citizens | divest government major control of commercial ventures | allow government control of the private sector","","","577a259ef34c0a3b8f0b1af1","577a25ecf34c0a3b8f0b1af6","577a2652f34c0a3b8f0b1afd"
